license,name,tipo,categoria,rk_1,rk_2,nacionalidad,season,genre,category,team_id
25725,ALEXIA GUARCH MASES,A.2,JUV-F, 700.0 , 700.0 ,ESPAÑOLA,2022-2023,female,super-divisio,20191319
31824,CARLA AMAGO DE LA PEÑA,B,INF-F, 400.0 , 400.0 ,ESPAÑOLA,2022-2023,female,super-divisio,20191319
39560,CHIARA COLANTONI ,A.2,SEN-F, 2000.0 , 2088.0 ,ITALIANA,2022-2023,female,super-divisio,20191319
3915,CONSTANZA MARTINEZ FABREGA,A.2,SEN-F, 1421.0 , 1421.0 ,ESPAÑOLA,2022-2023,female,super-divisio,20191319
36961,HANNA HAPONOVA ,A.2,SEN-F, 3000.0 , 3000.0 ,UCRANIANA,2022-2023,female,super-divisio,20191319
27650,LAIA MUNNE SANS,A.2,JUV-F, 700.0 , 700.0 ,ESPAÑOLA,2022-2023,female,super-divisio,20191319
39559,MAR GONZALEZ LOPEZ,B,JUV-F, 0.0 , 0.0 ,ESPAÑOLA,2022-2023,female,super-divisio,20191319
27649,MARIONA MUNNE SANS,A.2,JUV-F, 1657.0 , 1657.0 ,ESPAÑOLA,2022-2023,female,super-divisio,20191319
39561,REBECCA CHRISTINA TVEIT MUSKANTOR,A.2,S21-F, 2000.0 , 2036.0 ,SUECA,2022-2023,female,super-divisio,20191319
16013,SARA BALLESTER LECINA,A.2,SEN-F, 1181.0 , 1181.0 ,ESPAÑOLA,2022-2023,female,super-divisio,20191319
