license,name,tipo,categoria,rk_1,rk_2,nacionalidad,season,genre,category,team_id
5506,ERNESTO CALLE RIVERO,A.2,V50-M, 0.0 , 0.0 ,ESPAÑOLA,2022-2023,male,primera-nacional,1329
17881,GONZALO  HERRANZ  DE FRANCISCO,A.2,S21-M, 722.0 , 806.0 ,ESPAÑOLA,2022-2023,male,primera-nacional,1329
35062,JAVIER PEREZ DE ALBENIZ MORAS,B,V60-M, 0.0 , 0.0 ,ESPAÑOLA,2022-2023,male,primera-nacional,1329
5539,JESUS MANUEL OCAÑA QUERO,B,V50-M, 0.0 , 0.0 ,ESPAÑOLA,2022-2023,male,primera-nacional,1329
755,JORGE BERRENDO MUÑOZ,B,V60-M, 148.0 , 148.0 ,ESPAÑOLA,2022-2023,male,primera-nacional,1329
8368,JOSE GARCIA MANTIÑAN,A.2,V40-M, 450.0 , 450.0 ,ESPAÑOLA,2022-2023,male,primera-nacional,1329
617,JUAN ANTONIO MASA CALDERON,A.2,V60-M, 0.0 , 0.0 ,ESPAÑOLA,2022-2023,male,primera-nacional,1329
37222,MANUEL ALVAREZ ALVAREZ,B,ALE-M, 0.0 , 0.0 ,ESPAÑOLA,2022-2023,male,primera-nacional,1329
33630,RAFAEL GIL RAMIREZ,B,V60-M, 0.0 , 0.0 ,ESPAÑOLA,2022-2023,male,primera-nacional,1329
33934,RAFAEL MORALES SUELA,B,V50-M, 124.0 , 124.0 ,ESPAÑOLA,2022-2023,male,primera-nacional,1329
4468,RAUL COLLAZO TELLEZ,B,V50-M, 0.0 , 0.0 ,ESPAÑOLA,2022-2023,male,primera-nacional,1329
17314,TAJUDEEN SALAWU JEGEDE ,A.2,SEN-M, 979.0 , 1145.0 ,NIGERIANA,2022-2023,male,primera-nacional,1329
