license,name,tipo,categoria,rk_1,rk_2,nacionalidad,season,genre,category,team_id
33966,ADAN NEVADO VIOQUE,A.2,INF-M, 71.0 , 71.0 ,ESPAÑOLA,2023-2024,male,primera-nacional,454
29519,ADRIAN FERNANDEZ JIMENEZ,A.2,V40-M, -68.0 , -68.0 ,ESPAÑOLA,2023-2024,male,primera-nacional,454
33917,ENRIQUE LARGO PULIDO,A.2,V50-M, 105.0 , 105.0 ,ESPAÑOLA,2023-2024,male,primera-nacional,454
21109,ENRIQUE LARGO  ROMAN,A.2,SEN-M, 490.0 , 490.0 ,ESPAÑOLA,2023-2024,male,primera-nacional,454
1693,FRANCISCO MERIDEÑO GOMEZ,B,V40-M, 67.0 , 67.0 ,ESPAÑOLA,2023-2024,male,primera-nacional,454
31646,HECTOR EXPOSITO MORENO,A.2,JUV-M, 3.0 , 3.0 ,ESPAÑOLA,2023-2024,male,primera-nacional,454
21110,JAVIER ROMAN  JIMENEZ,A.2,S21-M, 126.0 , 126.0 ,ESPAÑOLA,2023-2024,male,primera-nacional,454
4760,JUAN FLORES NEVADO DURAN,A.2,V40-M, 423.0 , 423.0 ,ESPAÑOLA,2023-2024,male,primera-nacional,454
10610,MANUEL ANTONIO BORRELLA DÁVILA,A.2,V60-M, 189.0 , 189.0 ,ESPAÑOLA,2023-2024,male,primera-nacional,454
33967,MARCOS ROMAN QUINTANILLA,B,ALE-M, 0.0 , 0.0 ,ESPAÑOLA,2023-2024,male,primera-nacional,454
23889,MARLON LOPEZ PEREZ,A.2,CAD-M, 446.0 , 610.0 ,ESPAÑOLA,2023-2024,male,primera-nacional,454
30241,VICTOR PEREZ NEVADO,A.2,INF-M, -119.0 , -113.0 ,ESPAÑOLA,2023-2024,male,primera-nacional,454
