license,name,tipo,categoria,rk_1,rk_2,nacionalidad,season,genre,category,team_id
36045,ALEXANDER HAHN OJEDA,A.1,SEN-M, 0.0 , 0.0 ,ESPAÑOLA,2023-2024,male,segona-nacional,1289
42397,CéSAR PéREZ MARTíN,B,BEN-M, 0.0 , 100.0 ,ESPAÑOLA,2023-2024,male,segona-nacional,1289
1360,DANIEL PEREZ LOPEZ,A.2,V50-M, 608.0 , 608.0 ,ESPAÑOLA,2023-2024,male,segona-nacional,1289
38901,DARIO DíAZ GARCíA,B,ALE-M, 0.0 , 125.0 ,ESPAÑOLA,2023-2024,male,segona-nacional,1289
10477,DAVID DIAZ ALONSO,A.2,SEN-M, 532.0 , 629.0 ,ESPAÑOLA,2023-2024,male,segona-nacional,1289
37317,GUILLERMO PERRUCHOT TRIBOULET RODRíGUEZ,A.1,JUV-M, 234.0 , 234.0 ,ESPAÑOLA,2023-2024,male,segona-nacional,1289
17169,ISRAEL DELGADO ROSA,A.2,SEN-M, 652.0 , 651.0 ,ESPAÑOLA,2023-2024,male,segona-nacional,1289
35480,JAVIER CARRANCHO GALLEGO,A.1,JUV-M, 83.0 , 83.0 ,ESPAÑOLA,2023-2024,male,segona-nacional,1289
30737,JESUS MOTERO SUAREZ,A.1,V65-M, 0.0 , 0.0 ,ESPAÑOLA,2023-2024,male,segona-nacional,1289
36924,JOSé ANTONIO LóPEZ PICARDO,A.1,V50-M, 0.0 , 0.0 ,ESPAÑOLA,2023-2024,male,segona-nacional,1289
516,LUIS JESUS MARTIN MARTIN,A.2,V65-M, 415.0 , 415.0 ,ESPAÑOLA,2023-2024,male,segona-nacional,1289
41234,ÓSCAR ACOSTA RODRíGUEZ,B,BEN-M, 0.0 , 0.0 ,ESPAÑOLA,2023-2024,male,segona-nacional,1289
8749,RAFAEL ABADIA REYES,A.1,SEN-M, 0.0 , 0.0 ,ESPAÑOLA,2023-2024,male,segona-nacional,1289
1817,RAUL DAMIAN RODRIGUEZ PLASENCIA,A.1,V40-M, 87.0 , 0.0 ,ESPAÑOLA,2023-2024,male,segona-nacional,1289
21098,SAMUEL ALCABES DÍAZ,A.2,SEN-M, -30.0 , -30.0 ,ESPAÑOLA,2023-2024,male,segona-nacional,1289
