license,name,tipo,categoria,rk_1,rk_2,nacionalidad,season,genre,category,team_id
38884,ABEL MARCO BARBERA,A.2,ALE-M, 0.0 , 0.0 ,ESPAÑOLA,2023-2024,male,primera-nacional,2017338
39572,ADRIAN WIECEK ,A.2,SEN-M, 1233.0 , 1305.0 ,POLACA,2023-2024,male,primera-nacional,2017338
38152,AHLSTROM BO STEFAN ,A.1,V60-M, 0.0 , 0.0 ,SUECA,2023-2024,male,primera-nacional,2017338
19780,ALBERTO POMARES GALLARDO,A.2,S21-M, 963.0 , 963.0 ,ESPAÑOLA,2023-2024,male,primera-nacional,2017338
37048,ANDREI MARKOV ,A.2,INF-M, 170.0 , 216.0 ,RUSA,2023-2024,male,primera-nacional,2017338
38877,DANIEL ORTIZ FERRERO,B,ALE-M, 0.0 , 0.0 ,ESPAÑOLA,2023-2024,male,primera-nacional,2017338
19772,EDUARDO TELLECHEA AMESTI,A.1,V50-M, 101.0 , 101.0 ,ESPAÑOLA,2023-2024,male,primera-nacional,2017338
43179,GONZALO MENDEZ FRETES,A.2,CAD-M, 0.0 , 0.0 ,PARAGUAYA,2023-2024,male,primera-nacional,2017338
24053,HECTOR SAAVEDRA GARCIA,A.2,JUV-M, 1060.0 , 1276.0 ,ESPAÑOLA,2023-2024,male,primera-nacional,2017338
43180,IVAN SANTINO PASTORE ACOSTA,A.2,CAD-M, 0.0 , 200.0 ,PARAGUAYA,2023-2024,male,primera-nacional,2017338
19777,JUAN CARLOS POMARES GALLARDO,A.2,SEN-M, 1007.0 , 1244.0 ,ESPAÑOLA,2023-2024,male,primera-nacional,2017338
36181,JUAN IGNACIO LARA DIAZ,A.2,SEN-M, 250.0 , 250.0 ,ARGENTINA,2023-2024,male,primera-nacional,2017338
41798,LUCIANO JANG ,A.2,SEN-M, 350.0 , 688.0 ,ARGENTINA,2023-2024,male,primera-nacional,2017338
40304,MAKSIM ANTONCHYK ,A.1,BEN-M, 120.0 , 120.0 ,OTRO PAIS ETTU,2023-2024,male,primera-nacional,2017338
22820,MANUEL MEROÑO SAURA,A.2,CAD-M, 141.0 , 141.0 ,ESPAÑOLA,2023-2024,male,primera-nacional,2017338
3125,MANUEL RAMIREZ ANDRADES,A.2,SEN-M, 515.0 , 515.0 ,ESPAÑOLA,2023-2024,male,primera-nacional,2017338
27666,OSCAR IGOR ALONSO SOLA,A.2,V40-M, -54.0 , -54.0 ,ESPAÑOLA,2023-2024,male,primera-nacional,2017338
30084,ROBERTO TITOS MOYA,A.2,CAD-M, 35.0 , 177.0 ,ESPAÑOLA,2023-2024,male,primera-nacional,2017338
39673,RUBEN ARADO RAMIREZ,A.2,SEN-M, 376.0 , 396.0 ,CUBANA,2023-2024,male,primera-nacional,2017338
42263,SEBASTIAN DENIS RODRIGUEZ,A.2,SEN-M, 0.0 , 0.0 ,MEJICANA,2023-2024,male,primera-nacional,2017338
19998,SERGI GOMEZ PERIS,A.2,S21-M, 973.0 , 1010.0 ,ESPAÑOLA,2023-2024,male,primera-nacional,2017338
40201,TAPIO JOHANNES KONTTUARVI ,A.2,V50-M, 0.0 , 0.0 ,EXTRANJERO,2023-2024,male,primera-nacional,2017338
40290,VADZIM ANTONCHYK ,A.2,INF-M, 93.0 , 93.0 ,OTRO PAIS EXT.,2023-2024,male,primera-nacional,2017338
40683,VALERII NOVIK ,A.2,V50-M, 464.0 , 464.0 ,UCRANIANA,2023-2024,male,primera-nacional,2017338
19615,VICTOR MANUEL GAMBOA MIRALLES,A.2,V40-M, 22.0 , 22.0 ,ESPAÑOLA,2023-2024,male,primera-nacional,2017338
