license,name,tipo,categoria,rk_1,rk_2,nacionalidad,season,genre,category,team_id
30960,ADRIAN DIAZ VALERO,,V50-M, 0.0 , 0.0 ,ESPAÑOLA,2018-2019,male,divisio-honor,73
28569,ADRIAN GROSU ,,V40-M, 0.0 , 0.0 ,RUMANA,2018-2019,male,divisio-honor,73
30959,ADRIAN MARQUIS .,,SEN-M, 0.0 , 0.0 ,BELGA,2018-2019,male,divisio-honor,73
17948,ALBERTO LILLO BORDAJANDI,,JUV-M, 1543.0 , 1787.0 ,ESPAÑOLA,2018-2019,male,divisio-honor,73
32440,ALBERTO MOYA ANTON,,ALE-M, 0.0 , 0.0 ,ESPAÑOLA,2018-2019,male,divisio-honor,73
31067,ALEJANDRO ALVAREZ CENTENO,,JUC-M, 0.0 , 0.0 ,ESPAÑOLA,2018-2019,male,divisio-honor,73
30041,ALEJANDRO VASALLO MIGUEL,,JUV-M, 0.0 , 0.0 ,ESPAÑOLA,2018-2019,male,divisio-honor,73
29994,ALEX CINTANO ENTOR,,BEN-M, 0.0 , 0.0 ,ESPAÑOLA,2018-2019,male,divisio-honor,73
30095,ALFONSO MASANET IBAÑEZ,,V40-M, 0.0 , 0.0 ,ESPAÑOLA,2018-2019,male,divisio-honor,73
29998,ALVARO PLANELLES MARTINEZ,,SEN-M, 0.0 , 0.0 ,ESPAÑOLA,2018-2019,male,divisio-honor,73
32441,ANDRES GIMENEZ MAS,,JUC-M, 0.0 , 0.0 ,ESPAÑOLA,2018-2019,male,divisio-honor,73
32442,ANDRES PEREZ GOSALBEZ,,ALE-M, 0.0 , 0.0 ,ESPAÑOLA,2018-2019,male,divisio-honor,73
29868,ARTEM ZIMARIN ,,S23-M, 1982.0 , 2120.0 ,RUSA,2018-2019,male,divisio-honor,73
29997,ARTURO ORTEGA PEREZ,,BEN-M, 0.0 , 0.0 ,ESPAÑOLA,2018-2019,male,divisio-honor,73
27346,BOGDAN MARKOVIC BABORAC,,V65-M, 0.0 , 0.0 ,CROATA,2018-2019,male,divisio-honor,73
30003,CARLOS JESUS ASCUENCE ARRIETA,,V75-M, 0.0 , 0.0 ,ESPAÑOLA,2018-2019,male,divisio-honor,73
32438,CHRISTIAN JOHN MARENGO LITTLE ,,JUV-M, 0.0 , 0.0 ,INGLESA,2018-2019,male,divisio-honor,73
31213,CRISTIAN GARCIA FEO,,ALE-M, 0.0 , 0.0 ,ESPAÑOLA,2018-2019,male,divisio-honor,73
29996,DANIEL ALONSO GARRIDO,,INF-M, 0.0 , 0.0 ,ESPAÑOLA,2018-2019,male,divisio-honor,73
32452,DANIEL FERNANDEZ BURLO,,SEN-M, 0.0 , 0.0 ,ESPAÑOLA,2018-2019,male,divisio-honor,73
27635,DAVID BONET MARTINEZ,,INF-M, 0.0 , 0.0 ,ESPAÑOLA,2018-2019,male,divisio-honor,73
28325,DEMETRIO CARLOS GARCIA ESTEBAN,,V50-M, 0.0 , 0.0 ,ESPAÑOLA,2018-2019,male,divisio-honor,73
