license,name,tipo,categoria,rk_1,rk_2,nacionalidad,season,genre,category,team_id
31928,AIKA MINAGAWA ,,S23-F, 2900.0 , 0.0 ,JAPONES,2018-2019,female,super-divisio,664
33660,CARLA JIMENEZ MARTINEZ,,BEN-F, 0.0 , 0.0 ,ESPAÑOLA,2018-2019,female,super-divisio,664
20886,ELENA TENZA PENALVA,,JUV-F, 600.0 , 0.0 ,ESPAÑOLA,2018-2019,female,super-divisio,664
16213,EMMA RUIZ PRADA,,JUV-F, 1224.0 , 0.0 ,ESPAÑOLA,2018-2019,female,super-divisio,664
29869,IRINA ERMAKOVA ,,V40-F, 2124.0 , 2485.0 ,RUSA,2018-2019,female,super-divisio,664
33661,JESUS ROSALIA BALDWIN DEL CASTILLO,,V60-F, 0.0 , 0.0 ,PERUANA,2018-2019,female,super-divisio,664
31926,JIAO LI ,,V40-F, 3500.0 , 3312.0 ,OTRO PAIS ETTU,2018-2019,female,super-divisio,664
32771,MAI ASADA ,,S23-F, 0.0 , 3100.0 ,JAPONES,2018-2019,female,super-divisio,664
31107,MARIA DEL AMOR PASTOR VILLAR,,V60-F, 0.0 , 0.0 ,ESPAÑOLA,2018-2019,female,super-divisio,664
30583,MARIA ESMERALDA SANCHEZ MARISCAL,,V65-F, 0.0 , 0.0 ,ESPAÑOLA,2018-2019,female,super-divisio,664
28792,MARIA PAULINA VEGA MAGAÑA,,SEN-F, 2492.0 , 2440.0 ,CHILENA,2018-2019,female,super-divisio,664
10564,MARINA ÑIGUEZ GARCIA,,S23-F, 1616.0 , 1741.0 ,ESPAÑOLA,2018-2019,female,super-divisio,664
31927,MEN HYUNG JEE ,,SEN-F, 2900.0 , 2952.0 ,OTRO PAIS EXT.,2018-2019,female,super-divisio,664
7624,MONICA HORTAL FORONDA,,S23-F, 800.0 , 0.0 ,ESPAÑOLA,2018-2019,female,super-divisio,664
32453,SANDRA ARAQUE PARRA,,SEN-F, 0.0 , 0.0 ,ESPAÑOLA,2018-2019,female,super-divisio,664
33657,VARVARA KARPOVA ,,BEN-F, 0.0 , 0.0 ,RUSA,2018-2019,female,super-divisio,664
33658,VICTORIA PONCE PEDRAZA,,BEN-F, 0.0 , 0.0 ,ESPAÑOLA,2018-2019,female,super-divisio,664
