license,name,tipo,categoria,rk_1,rk_2,nacionalidad,season,genre,category,team_id
33145,ADRIÀ PONS SOLANA,B,ALE-M, 0.0 , 0.0 ,ESPAÑOLA,2019-2020,male,segona-nacional,16001
31997,ALEX GARCIA LINARES,B,ALE-M, 0.0 , 0.0 ,ESPAÑOLA,2019-2020,male,segona-nacional,16001
10303,ALEX RICO RODRIGUEZ,A.2,S23-M, 0.0 , 80.0 ,ESPAÑOLA,2019-2020,male,segona-nacional,16001
25464,ANGEL LLORENS RAMOS,A.2,INC-M, 101.0 , 63.0 ,ESPAÑOLA,2019-2020,male,segona-nacional,16001
15170,DAVID LLORENS DEL PINO,A.2,SEN-M, 0.0 , 37.0 ,ESPAÑOLA,2019-2020,male,segona-nacional,16001
19263,ENRIC BARCELO MAS,A.2,JUV-M, 342.0 , 310.0 ,ESPAÑOLA,2019-2020,male,segona-nacional,16001
33869,IKER CALVO TEJADA,B,BEN-M, 0.0 , 0.0 ,ESPAÑOLA,2019-2020,male,segona-nacional,16001
25762,IZANI MORA LEMUS,A.2,INC-M, 299.0 , 299.0 ,ESPAÑOLA,2019-2020,male,segona-nacional,16001
33144,JOEL GANDULLO PEDRAGOSA,B,JUV-M, 0.0 , 0.0 ,ESPAÑOLA,2019-2020,male,segona-nacional,16001
24395,JORDI LLORET RIGAT,B,BEN-M, 85.0 , 85.0 ,ESPAÑOLA,2019-2020,male,segona-nacional,16001
2165,JULIO ANDRADE PAGEO,A.2,SEN-M, 583.0 , 493.0 ,ESPAÑOLA,2019-2020,male,segona-nacional,16001
10302,MARTI BERENGUER MIMO,A.2,SEN-M, 378.0 , 332.0 ,ESPAÑOLA,2019-2020,male,segona-nacional,16001
2064,MIQUEL ARNAU BONFILL,A.2,V40-M, 1302.0 , 1239.0 ,ESPAÑOLA,2019-2020,male,segona-nacional,16001
25636,NURJAN VILALLONGA BARBER,B,INC-M, 0.0 , 0.0 ,ESPAÑOLA,2019-2020,male,segona-nacional,16001
31995,OCTAVI CUTILLAS PEREZ,B,ALE-M, 0.0 , 0.0 ,ESPAÑOLA,2019-2020,male,segona-nacional,16001
33868,PAU ALTAR NAVARRO,B,ALE-M, 0.0 , 0.0 ,ESPAÑOLA,2019-2020,male,segona-nacional,16001
19035,PAU BARCELO MAS,A.2,S23-M, 381.0 , 373.0 ,ESPAÑOLA,2019-2020,male,segona-nacional,16001
25456,POL MORENO ABAD,B,INC-M, 0.0 , 0.0 ,ESPAÑOLA,2019-2020,male,segona-nacional,16001
29364,QUIM MORENO ABAD,B,BEN-M, 124.0 , 124.0 ,ESPAÑOLA,2019-2020,male,segona-nacional,16001
17615,VICTOR LLORENS RAMOS,B,JUC-M, 0.0 , 0.0 ,ESPAÑOLA,2019-2020,male,segona-nacional,16001
