license,name,tipo,categoria,rk_1,rk_2,nacionalidad,season,genre,category,team_id
10261,ANIBAL HERNANDEZ RODRIGUEZ,A.2,V40-M, 135.0 , 135.0 ,ESPAÑOLA,2020-2021,male,primera-nacional,1512
1583,DAVID HEREDIA HERNANDEZ,A.2,V40-M, 0.0 , 0.0 ,ESPAÑOLA,2020-2021,male,primera-nacional,1512
3437,EDUARDO GONZALEZ MARTIN,A.2,SEN-M, 516.0 , 644.0 ,ESPAÑOLA,2020-2021,male,primera-nacional,1512
3166,EDUARDO YERAY HERNANDEZ DIAZ,A.2,SEN-M, 445.0 , 445.0 ,ESPAÑOLA,2020-2021,male,primera-nacional,1512
3022,JOSE ALEJANDRO RUANO HERNANDEZ,A.2,SEN-M, 237.0 , 237.0 ,ESPAÑOLA,2020-2021,male,primera-nacional,1512
2225,JOSE CARLOS REYES MARRERO,A.2,V40-M, 82.0 , 82.0 ,ESPAÑOLA,2020-2021,male,primera-nacional,1512
1834,JOSE DAVID GONZALEZ MARRERO,A.2,V40-M, 55.0 , 55.0 ,ESPAÑOLA,2020-2021,male,primera-nacional,1512
2534,PABLO GONZALEZ MARTIN,A.2,SEN-M, 144.0 , 144.0 ,ESPAÑOLA,2020-2021,male,primera-nacional,1512
2068,SAUL MARTIN PULIDO,A.2,V40-M, 591.0 , 591.0 ,ESPAÑOLA,2020-2021,male,primera-nacional,1512
3088,SERGIO BENET MUÑOZ,A.2,SEN-M, 250.0 , 250.0 ,ESPAÑOLA,2020-2021,male,primera-nacional,1512
