license,name,tipo,categoria,rk_1,rk_2,nacionalidad,season,genre,category,team_id
44446,ALEKSANDR SAVELEV ,A.2,V50-M, 1350.0 , 1412.2 ,RUSA,2024-2025,male,primera-nacional,14003
1883,ALFREDO CARNEROS BEAMUD,A.2,V40-M, 1446.7 , 1446.7 ,ESPAÑOLA,2024-2025,male,primera-nacional,14003
437,ARISTIDES MARTIN RAMIREZ,A.2,V65-M, 1083.1 , 1083.1 ,ESPAÑOLA,2024-2025,male,primera-nacional,14003
419,ASHOK TIKAMDAS CHOOLANI WADHWANI,A.2,V65-M, 1144.5 , 1144.5 ,ESPAÑOLA,2024-2025,male,primera-nacional,14003
30804,DAVID JERMAN VALENZUELA HERNANDEZ,A.2,SEN-M, 1701.8 , 1701.8 ,CHILENA,2024-2025,male,primera-nacional,14003
22763,ELBERTH PARRA PEREZ,A.2,SEN-M, 1426.7 , 1426.7 ,ESPAÑOLA,2024-2025,male,primera-nacional,14003
44471,FELIX FERDINAND SCHMIDT-ARNDT ,A.2,V40-M, 0.0 , 0.0 ,ALEMANA,2024-2025,male,primera-nacional,14003
340,JOSE LUIS GARCIA SANFRUTOS,A.2,V70-M, 1182.7 , 1182.7 ,ESPAÑOLA,2024-2025,male,primera-nacional,14003
6435,JOSE MANUEL SERRANO DIAZ,A.2,V50-M, 1245.0 , 1245.0 ,ESPAÑOLA,2024-2025,male,primera-nacional,14003
1009,JUAN CARLOS AMAYA GARCIA,A.2,V50-M, 1278.5 , 1278.5 ,ESPAÑOLA,2024-2025,male,primera-nacional,14003
23262,PEPE CARREÑO RODRIGUEZ,A.2,JUV-M, 1178.0 , 1290.2 ,ESPAÑOLA,2024-2025,male,primera-nacional,14003
17034,VICENTE PÉREZ BARRIOS,A.2,SEN-M, 1375.0 , 1375.0 ,ESPAÑOLA,2024-2025,male,primera-nacional,14003
753,VICENTE ANASTASIO PEREZ DE CASTRO,A.2,V60-M, 1321.5 , 1321.5 ,ESPAÑOLA,2024-2025,male,primera-nacional,14003
