license,name,tipo,categoria,rk_1,rk_2,nacionalidad,season,genre,category,team_id
18467,ALBERTO FERNANDEZ PIÑEIRO,B,SEN-M, 0.0 , 0.0 ,ESPAÑOLA,2021-2022,male,segona-nacional,20212126
6815,ANTONIO COSTAS HERNANDEZ,B,V65-M, 0.0 , 0.0 ,ESPAÑOLA,2021-2022,male,segona-nacional,20212126
22665,CARLOS VAZQUEZ CABRAL,A.2,JUV-M, 0.0 , 125.0 ,ESPAÑOLA,2021-2022,male,segona-nacional,20212126
33675,CELSO NUÑEZ MARTINEZ,A.2,V40-M, 0.0 , 125.0 ,ESPAÑOLA,2021-2022,male,segona-nacional,20212126
6813,JAVIER NUÑEZ RODAL,A.2,SEN-M, 284.0 , 364.0 ,ESPAÑOLA,2021-2022,male,segona-nacional,20212126
7792,JESUS BROULLON NUÑEZ,A.2,V50-M, 125.0 , 125.0 ,ESPAÑOLA,2021-2022,male,segona-nacional,20212126
31302,MANUEL GONZALEZ ALVAREZ,B,INF-M, 0.0 , 0.0 ,ESPAÑOLA,2021-2022,male,segona-nacional,20212126
35432,MATIAS JOAQUIN BIDEGAIN VICCI,B,JUV-M, 0.0 , 0.0 ,ITALIANA,2021-2022,male,segona-nacional,20212126
35431,MIGUEL JUNCAL PIñEIRO,B,SEN-M, 0.0 , 0.0 ,ESPAÑOLA,2021-2022,male,segona-nacional,20212126
29489,MIGUEL PIEDRAS SANTOME,A.2,S23-M, 0.0 , 125.0 ,ESPAÑOLA,2021-2022,male,segona-nacional,20212126
29497,ROBER CAMIÑA TIEVO,B,ALE-M, 0.0 , 0.0 ,ESPAÑOLA,2021-2022,male,segona-nacional,20212126
36100,RUI MIGUEL FERREIRA DE LIMA,A.2,V40-M, 115.0 , 119.0 ,PORTUGUESA,2021-2022,male,segona-nacional,20212126
31303,SERGIO VALLADARES BARREIRO,B,INC-M, 0.0 , 0.0 ,ESPAÑOLA,2021-2022,male,segona-nacional,20212126
