license,name,tipo,categoria,rk_1,rk_2,nacionalidad,season,genre,category,team_id
22609,ALFONSO MARIN MENGUAL,A.1,V40-M, 0.0 , 0.0 ,ESPAÑOLA,2021-2022,male,segona-nacional,20181213
14820,ALFONSO RAMIREZ MORENO,A.1,SEN-M, 0.0 , 125.0 ,ESPAÑOLA,2021-2022,male,segona-nacional,20181213
2531,CARLOS ALBERTO VALDIVIELSO GONZALEZ,A.2,SEN-M, 292.0 , 292.0 ,ESPAÑOLA,2021-2022,male,segona-nacional,20181213
4201,DANIEL CASTRONADO RECIO,A.2,SEN-M, 122.0 , 122.0 ,ESPAÑOLA,2021-2022,male,segona-nacional,20181213
26692,DAVID IZQUIERDO GONZALEZ,A.1,INC-M, 100.0 , 100.0 ,ESPAÑOLA,2021-2022,male,segona-nacional,20181213
6296,FRANCISCO JAVIER ORTIZ MANOBEL,A.1,V60-M, 0.0 , 0.0 ,ESPAÑOLA,2021-2022,male,segona-nacional,20181213
20873,HELMUT WOLFGANG REINECKE ,A.2,V50-M, 280.0 , 310.0 ,ALEMANA,2021-2022,male,segona-nacional,20181213
5781,ISMAEL GONZALEZ AGUADO,A.2,V40-M, 190.0 , 190.0 ,ESPAÑOLA,2021-2022,male,segona-nacional,20181213
22787,JAVIER IZQUIERDO GONZALEZ,A.1,S23-M, 0.0 , 0.0 ,ESPAÑOLA,2021-2022,male,segona-nacional,20181213
6294,JULIO CESAR VAZQUEZ JIMENEZ,A.2,V40-M, 0.0 , 125.0 ,ESPAÑOLA,2021-2022,male,segona-nacional,20181213
4764,KRZYSZTOF BARTNIK ,A.1,V50-M, 0.0 , 0.0 ,EXTRANJERO,2021-2022,male,segona-nacional,20181213
37475,PAU CAMPOS GOMEZ,A.1,SEN-M, 0.0 , 0.0 ,ESPAÑOLA,2021-2022,male,segona-nacional,20181213
5779,ROBERTO GONZALEZ AGUADO,A.2,V40-M, 400.0 , 400.0 ,ESPAÑOLA,2021-2022,male,segona-nacional,20181213
