license,name,tipo,categoria,rk_1,rk_2,nacionalidad,season,genre,category,team_id
1471,ALBERTO MAZA GRACIA,B,V40-M, 0.0 , 0.0 ,ESPAÑOLA,2021-2022,male,segona-nacional,144
1572,ALFONSO BEAMONTE BENEDICTO,A.2,V40-M, 788.0 , 822.0 ,ESPAÑOLA,2021-2022,male,segona-nacional,144
8334,CRISTIAN LOPEZ AJENJO,A.2,SEN-M, 436.0 , 439.0 ,ESPAÑOLA,2021-2022,male,segona-nacional,144
20764,DANIEL GÓMEZ RUIZ,A.2,S23-M, 59.0 , 59.0 ,ESPAÑOLA,2021-2022,male,segona-nacional,144
29207,DANIEL NAVARRO JULIAN,B,JUV-M, 0.0 , 0.0 ,ESPAÑOLA,2021-2022,male,segona-nacional,144
879,EDUARDO RUIZ FUERTES,A.2,V50-M, 331.0 , 331.0 ,ESPAÑOLA,2021-2022,male,segona-nacional,144
28023,GABRIEL GARCIA FALCON,B,JUV-M, 144.0 , 144.0 ,ESPAÑOLA,2021-2022,male,segona-nacional,144
20581,HECTOR IGNACIO MINDER RODRÍGUEZ,A.2,SEN-M, 213.0 , 218.0 ,ESPAÑOLA,2021-2022,male,segona-nacional,144
919,JAVIER MAZA GRACIA,B,V50-M, 0.0 , 0.0 ,ESPAÑOLA,2021-2022,male,segona-nacional,144
21261,JORGE BORRA BADÍA,A.2,JUV-M, 200.0 , 221.0 ,ESPAÑOLA,2021-2022,male,segona-nacional,144
1510,JORGE CIRIA MARIN,B,V40-M, 0.0 , 0.0 ,ESPAÑOLA,2021-2022,male,segona-nacional,144
7935,MARCELO EDUARDO TOLEDO ARANEDA,A.2,SEN-M, 1647.0 , 1651.0 ,ESPAÑOLA,2021-2022,male,segona-nacional,144
16404,MIGUEL ANGEL IBAÑEZ GOMEZ,A.2,S23-M, 558.0 , 558.0 ,ESPAÑOLA,2021-2022,male,segona-nacional,144
9022,PABLO DE MARCO LILLO,A.2,SEN-M, 146.0 , 160.0 ,ESPAÑOLA,2021-2022,male,segona-nacional,144
32693,PABLO GARCIA DE PEDRO,A.2,JUC-M, 87.0 , 123.0 ,ESPAÑOLA,2021-2022,male,segona-nacional,144
30527,PABLO VILLA CAMAÑES,B,JUV-M, 131.0 , 131.0 ,ESPAÑOLA,2021-2022,male,segona-nacional,144
33576,RODRIGO GARCIA GARCIA,B,ALE-M, 0.0 , 0.0 ,ESPAÑOLA,2021-2022,male,segona-nacional,144
2009,VICTOR MANUEL DOBATO FERRER,A.2,V40-M, 280.0 , 283.0 ,ESPAÑOLA,2021-2022,male,segona-nacional,144
