license,name,tipo,categoria,rk_1,rk_2,nacionalidad,season,genre,category,team_id
26839,AISHA BENCHAKOUR GONZALEZ,B,INC-F, 0.0 , 500.0 ,ESPAÑOLA,2021-2022,female,divisio-honor,111
23626,ALBA CASTAEDO ALBUERNE,A.2,JUC-F, 0.0 , 173.0 ,ESPAÑOLA,2021-2022,female,divisio-honor,111
3818,ALBA RODRIGUEZ DIAZ,A.2,SEN-F, 1419.0 , 1419.0 ,ESPAÑOLA,2021-2022,female,divisio-honor,111
23614,ANA PUENTE PEREZ,A.2,JUV-F, 547.0 , 547.0 ,ESPAÑOLA,2021-2022,female,divisio-honor,111
36872,CORINA BROATIC ,B,V40-F, 0.0 , 0.0 ,RUMANA,2021-2022,female,divisio-honor,111
612,MARI PAZ CORDO LOPEZ,B,V60-F, 175.0 , 175.0 ,ESPAÑOLA,2021-2022,female,divisio-honor,111
28785,MARIA RIESTRA POCIÑO,A.2,ALE-F, 61.0 , 61.0 ,ESPAÑOLA,2021-2022,female,divisio-honor,111
23480,MARIA DEL CARMEN CALLE BALADO,A.2,JUC-F, 491.0 , 491.0 ,ESPAÑOLA,2021-2022,female,divisio-honor,111
23991,SOFIA CASTRILLON RIOL,A.2,JUV-F, 81.0 , 81.0 ,ESPAÑOLA,2021-2022,female,divisio-honor,111
36722,SONIA MARÍA LÓPEZ DÍAZ-VILLABELLA,B,V50-F, 200.0 , 200.0 ,ESPAÑOLA,2021-2022,female,divisio-honor,111
2368,VANESSA LAGO MORALES,A.2,SEN-F, 500.0 , 557.0 ,ESPAÑOLA,2021-2022,female,divisio-honor,111
